Label,Distance,StrafingIntensity,AngularVelocity
AI,5.064,0.070,0.577
AI,5.152,0.068,0.394
AI,5.182,0.068,4.630
AI,5.213,0.068,3.254
AI,5.244,0.068,2.297
AI,5.275,0.068,1.637
AI,5.307,0.029,1.192
AI,5.343,0.029,1.279
AI,5.378,0.029,0.937
AI,5.414,0.029,0.703
AI,5.450,0.029,0.546
AI,5.486,0.066,0.445
AI,5.521,0.066,0.789
AI,5.556,0.066,0.652
AI,5.593,0.066,0.582
AI,5.629,0.066,0.550
AI,5.666,0.032,0.538
AI,5.723,0.032,6.072
AI,5.780,0.032,4.259
AI,5.838,0.032,2.985
AI,5.895,0.032,2.093
AI,5.953,0.072,1.471
AI,5.946,0.072,6.396
AI,5.941,0.072,4.490
AI,5.937,0.072,3.158
AI,5.935,0.072,2.239
AI,5.933,0.127,1.618
AI,5.977,0.127,0.898
AI,6.022,0.127,0.767
AI,6.066,0.127,0.700
AI,6.111,0.127,0.670
AI,6.156,0.161,0.660
AI,6.108,0.161,3.143
AI,6.059,0.161,2.258
AI,6.010,0.161,1.657
AI,5.962,0.161,1.262
AI,5.913,0.156,1.011
AI,5.943,0.156,2.802
AI,5.973,0.156,2.006
AI,6.003,0.156,1.476
AI,6.033,0.156,1.138
AI,6.063,0.141,0.936
AI,6.099,0.141,3.798
AI,6.135,0.141,2.714
AI,6.170,0.141,1.973
AI,6.206,0.141,1.477
AI,6.241,0.139,1.158
AI,6.210,0.139,4.894
AI,6.179,0.139,3.438
AI,6.148,0.139,2.432
AI,6.117,0.139,1.751
AI,6.085,0.134,1.304
AI,6.105,0.134,4.746
AI,6.124,0.134,3.396
AI,6.143,0.134,2.465
AI,6.163,0.134,1.833
AI,6.182,0.127,1.415
AI,6.166,0.127,5.831
AI,6.151,0.127,4.123
AI,6.135,0.127,2.938
AI,6.119,0.127,2.128
AI,6.104,0.162,1.587
AI,6.126,0.162,3.482
AI,6.148,0.162,2.471
AI,6.171,0.162,1.787
AI,6.193,0.162,1.339
AI,6.215,0.084,1.059
AI,6.208,0.084,1.422
AI,6.201,0.084,1.139
AI,6.194,0.084,0.969
AI,6.187,0.084,0.873
AI,6.180,0.174,0.822
AI,6.192,0.174,2.605
AI,6.166,0.174,1.875
AI,6.140,0.174,1.373
AI,6.113,0.174,1.032
AI,6.085,0.032,0.808
AI,6.056,0.032,4.745
AI,6.028,0.032,3.359
AI,6.001,0.032,2.414
AI,5.975,0.032,1.788
AI,5.950,0.011,1.397
AI,5.957,0.011,6.016
AI,5.962,0.011,4.255
AI,5.968,0.011,3.025
AI,5.973,0.011,2.174
AI,5.977,0.055,1.591
AI,5.984,0.055,10.641
AI,5.990,0.055,7.438
AI,5.996,0.055,5.235
AI,6.002,0.055,3.690
AI,6.007,0.051,2.614
AI,5.912,0.051,8.100
AI,5.818,0.051,5.735
AI,5.724,0.051,4.080
AI,5.631,0.051,2.936
AI,5.538,0.033,2.161
AI,5.396,0.033,1.631
AI,5.255,0.033,1.135
AI,5.115,0.033,0.792
AI,4.977,0.033,0.567
AI,4.839,0.119,0.444
AI,4.791,0.119,6.405
AI,4.744,0.119,4.496
AI,4.699,0.119,3.164
AI,4.655,0.119,2.249
AI,4.612,0.085,1.636
AI,4.583,0.085,3.464
AI,4.554,0.085,2.470
AI,4.527,0.085,1.809
AI,4.499,0.085,1.392
AI,4.472,0.103,1.153
AI,4.488,0.103,2.358
AI,4.505,0.103,1.790
AI,4.521,0.103,1.437
AI,4.538,0.103,1.230
AI,4.555,0.111,1.118
AI,4.555,0.111,3.317
AI,4.554,0.111,2.430
AI,4.554,0.111,1.847
AI,4.554,0.111,1.485
AI,4.554,0.034,1.272
AI,4.536,0.034,1.650
AI,4.518,0.034,1.362
AI,4.499,0.034,1.201
AI,4.481,0.034,1.117
AI,4.463,0.159,1.077
AI,4.452,0.159,3.266
AI,4.441,0.159,2.405
AI,4.430,0.159,1.844
AI,4.420,0.159,1.495
AI,4.409,0.097,1.294
AI,4.346,0.097,4.251
AI,4.282,0.097,3.016
AI,4.218,0.097,2.175
AI,4.154,0.097,1.622
AI,4.090,0.136,1.275
AI,4.131,0.136,3.095
AI,4.171,0.136,2.321
AI,4.212,0.136,1.810
AI,4.253,0.136,1.486
AI,4.294,0.097,1.286
AI,4.362,0.097,2.452
AI,4.430,0.097,1.807
AI,4.498,0.097,1.383
AI,4.566,0.097,1.117
AI,4.633,0.143,0.956
AI,4.602,0.143,1.978
AI,4.572,0.143,1.532
AI,4.542,0.143,1.262
AI,4.512,0.143,1.113
AI,4.482,0.180,1.039
AI,4.540,0.180,3.637
AI,4.543,0.180,2.612
AI,4.545,0.180,1.910
AI,4.547,0.180,1.436
AI,4.548,0.032,1.126
AI,4.537,0.032,1.589
AI,4.528,0.032,1.359
AI,4.522,0.032,1.276
AI,4.518,0.032,1.271
AI,4.517,0.103,1.300
AI,4.527,0.103,5.462
AI,4.536,0.103,3.874
AI,4.543,0.103,2.766
AI,4.549,0.103,1.998
AI,4.554,0.086,1.471
AI,4.492,0.086,5.124
AI,4.429,0.086,3.621
AI,4.366,0.086,2.565
AI,4.302,0.086,1.825
AI,4.237,0.003,1.209
AI,3.685,0.003,11.674
AI,3.140,0.003,8.143
AI,2.602,0.003,5.719
AI,2.074,0.003,4.009
AI,1.559,0.003,2.808
AI,1.319,0.046,1.973
AI,1.395,0.046,5.438
AI,1.482,0.046,4.151
AI,1.579,0.046,3.460
AI,1.682,0.032,3.126
AI,1.620,0.032,44.010
AI,1.557,0.032,30.888
AI,1.495,0.032,21.724
AI,1.433,0.032,15.342
AI,1.371,0.043,10.923
AI,1.288,0.043,36.456
AI,1.209,0.043,25.528
AI,1.251,0.043,17.866
AI,1.266,0.043,12.503
AI,1.274,0.003,8.715
AI,1.274,0.003,6.643
AI,1.270,0.003,4.675
AI,1.267,0.003,3.288
AI,1.263,0.003,2.314
AI,1.259,0.002,1.629
AI,1.347,0.002,3.205
AI,1.436,0.002,2.257
AI,1.526,0.002,1.592
AI,1.616,0.002,1.126
AI,1.707,0.042,0.798
AI,1.797,0.042,10.163
AI,1.887,0.042,7.114
AI,1.978,0.042,5.013
AI,2.069,0.042,3.536
AI,2.160,0.051,2.502
AI,2.251,0.051,6.674
AI,2.342,0.051,4.679
AI,2.434,0.051,3.277
AI,2.526,0.051,2.296
AI,2.618,0.024,1.610
AI,2.710,0.024,6.547
AI,2.802,0.024,4.594
AI,2.895,0.024,3.222
AI,2.988,0.024,2.261
AI,3.080,0.014,1.589
AI,3.174,0.014,5.594
AI,3.268,0.014,3.922
AI,3.363,0.014,2.748
AI,3.457,0.014,1.925
AI,3.551,0.035,1.349
AI,3.645,0.035,2.990
AI,3.739,0.035,2.100
AI,3.833,0.035,1.477
AI,3.926,0.035,1.042
AI,4.020,0.030,0.738
AI,4.114,0.030,5.838
AI,4.208,0.030,4.096
AI,4.302,0.030,2.872
AI,4.396,0.030,2.014
AI,4.490,0.045,1.414
AI,4.522,0.045,3.750
AI,4.521,0.045,2.647
AI,4.519,0.045,1.880
AI,4.518,0.045,1.352
AI,4.517,0.099,0.994
AI,4.482,0.099,3.176
AI,4.447,0.099,2.263
AI,4.414,0.099,1.655
AI,4.381,0.099,1.272
AI,4.348,0.090,1.057
AI,4.246,0.090,0.769
AI,4.143,0.090,0.754
AI,4.039,0.090,0.755
AI,3.936,0.090,0.764
AI,3.832,0.060,0.781
AI,3.691,0.060,3.506
AI,3.550,0.060,2.487
AI,3.408,0.060,1.780
AI,3.266,0.060,1.296
AI,3.124,0.036,0.973
AI,3.081,0.036,10.509
AI,3.037,0.036,7.341
AI,2.994,0.036,5.162
AI,2.951,0.036,3.631
AI,2.908,0.018,3.548
AI,2.382,0.018,11.738
AI,1.867,0.018,8.188
AI,1.369,0.018,5.750
AI,1.265,0.018,4.032
AI,1.271,0.018,2.824
AI,1.226,0.036,2.709
AI,1.236,0.036,4.057
AI,1.256,0.036,2.857
AI,1.273,0.036,2.015
AI,1.286,0.020,1.422
AI,1.298,0.020,7.543
AI,1.304,0.020,5.297
AI,1.305,0.020,3.715
AI,1.303,0.020,2.606
AI,1.296,0.023,1.836
AI,1.287,0.023,10.123
AI,1.276,0.023,7.130
AI,1.264,0.023,5.085
AI,1.206,0.023,3.979
AI,1.222,0.003,2.841
AI,1.309,0.003,6.480
AI,1.396,0.003,4.559
AI,1.485,0.003,3.208
AI,1.575,0.003,2.261
AI,1.665,0.005,1.599
AI,1.754,0.005,4.146
AI,1.844,0.005,2.973
AI,1.935,0.005,2.154
AI,2.026,0.005,1.581
AI,2.117,0.001,1.184
AI,2.210,0.001,1.985
AI,2.303,0.001,1.376
AI,2.396,0.001,0.952
AI,2.489,0.001,0.656
AI,2.582,0.003,0.453
AI,2.676,0.003,9.628
AI,2.769,0.003,6.723
AI,2.863,0.003,4.717
AI,2.957,0.003,3.306
AI,3.051,0.002,2.315
AI,3.145,0.002,4.854
AI,3.239,0.002,3.402
AI,3.333,0.002,2.383
AI,3.428,0.002,1.669
AI,3.522,0.019,1.168
AI,3.616,0.019,3.238
AI,3.710,0.019,2.271
AI,3.804,0.019,1.594
AI,3.899,0.019,1.120
AI,3.993,0.023,0.790
AI,4.086,0.023,4.381
AI,4.180,0.023,3.077
AI,4.273,0.023,2.163
AI,4.367,0.023,1.523
AI,4.461,0.052,1.076
AI,4.542,0.052,2.511
AI,4.568,0.052,1.754
AI,4.593,0.052,1.228
AI,4.619,0.052,0.867
AI,4.645,0.046,0.623
AI,4.679,0.046,3.802
AI,4.713,0.046,2.662
AI,4.748,0.046,1.872
AI,4.784,0.046,1.334
AI,4.819,0.067,0.978
AI,4.852,0.067,3.317
AI,4.884,0.067,2.337
AI,4.916,0.067,1.651
AI,4.947,0.067,1.173
AI,4.979,0.052,0.842
AI,5.005,0.052,2.303
AI,5.032,0.052,1.633
AI,5.059,0.052,1.175
AI,5.087,0.052,0.871
AI,5.114,0.062,0.677
AI,5.145,0.062,2.797
AI,5.177,0.062,1.967
AI,5.208,0.062,1.387
AI,5.239,0.062,0.984
AI,5.270,0.063,0.706
AI,5.304,0.063,0.394
AI,5.338,0.063,0.364
AI,5.372,0.063,0.359
AI,5.406,0.063,0.360
AI,5.441,0.110,0.367
AI,5.513,0.110,0.696
AI,5.584,0.110,0.589
AI,5.656,0.110,0.536
AI,5.728,0.110,0.513
AI,5.800,0.150,0.505
AI,5.814,0.150,4.596
AI,5.828,0.150,3.231
AI,5.843,0.150,2.292
AI,5.858,0.150,1.661
AI,5.873,0.124,1.252
AI,5.870,0.124,5.191
AI,5.866,0.124,3.723
AI,5.863,0.124,2.708
AI,5.860,0.124,2.017
AI,5.857,0.077,1.557
AI,5.819,0.077,9.810
AI,5.780,0.077,6.872
AI,5.742,0.077,4.853
AI,5.703,0.077,3.444
AI,5.664,0.048,2.474
AI,5.682,0.048,1.937
AI,5.700,0.048,1.481
AI,5.718,0.048,1.194
AI,5.736,0.048,1.021
AI,5.754,0.149,0.924
AI,5.724,0.149,1.202
AI,5.694,0.149,1.014
AI,5.664,0.149,0.910
AI,5.634,0.149,0.854
AI,5.605,0.148,0.828
AI,5.554,0.148,3.104
AI,5.504,0.148,2.254
AI,5.453,0.148,1.682
AI,5.402,0.148,1.308
AI,5.351,0.109,1.074
AI,5.328,0.109,4.595
AI,5.304,0.109,3.267
AI,5.280,0.109,2.359
AI,5.257,0.109,1.752
AI,5.234,0.118,1.364
AI,5.271,0.118,5.051
AI,5.309,0.118,3.535
AI,5.347,0.118,2.493
AI,5.384,0.118,1.791
AI,5.422,0.107,1.337
AI,5.363,0.107,0.871
AI,5.303,0.107,0.804
AI,5.243,0.107,0.767
AI,5.184,0.107,0.749
AI,5.124,0.150,0.741
AI,5.109,0.150,5.999
AI,5.035,0.150,4.245
AI,4.962,0.150,3.033
AI,4.888,0.150,2.211
AI,4.815,0.053,1.674
AI,4.701,0.053,3.217
AI,4.587,0.053,2.301
AI,4.472,0.053,1.682
AI,4.357,0.053,1.279
AI,4.242,0.061,1.032
AI,4.146,0.061,1.850
AI,4.050,0.061,1.288
AI,3.954,0.061,0.886
AI,3.858,0.061,0.605
AI,3.762,0.032,3.856
AI,3.231,0.032,10.853
AI,2.710,0.032,7.574
AI,2.199,0.032,5.317
AI,1.707,0.032,3.727
AI,1.384,0.032,2.610
AI,1.369,0.047,3.298
AI,1.312,0.047,11.705
AI,1.257,0.047,8.079
AI,1.205,0.047,5.539
AI,1.211,0.070,3.885
AI,1.241,0.070,3.752
AI,1.281,0.070,3.195
AI,1.328,0.070,3.037
AI,1.379,0.070,3.040
AI,1.434,0.043,3.071
AI,1.452,0.043,3.270
AI,1.471,0.043,3.261
AI,1.491,0.043,3.254
AI,1.512,0.043,3.245
AI,1.532,0.009,3.232
AI,1.620,0.009,3.212
AI,1.709,0.009,2.363
AI,1.800,0.009,1.750
AI,1.891,0.009,1.307
AI,1.983,0.023,0.984
AI,2.074,0.023,4.049
AI,2.165,0.023,2.874
AI,2.257,0.023,2.055
AI,2.349,0.023,1.489
AI,2.440,0.018,1.102
AI,2.533,0.018,6.941
AI,2.626,0.018,4.870
AI,2.719,0.018,3.414
AI,2.813,0.018,2.392
AI,2.906,0.029,1.676
AI,2.999,0.029,1.854
AI,3.093,0.029,1.305
AI,3.186,0.029,0.921
AI,3.280,0.029,0.655
AI,3.373,0.012,0.471
AI,3.467,0.012,1.954
AI,3.561,0.012,1.367
AI,3.655,0.012,0.956
AI,3.749,0.012,0.669
AI,3.843,0.054,0.470
AI,3.934,0.054,7.497
AI,4.025,0.054,5.265
AI,4.116,0.054,3.694
AI,4.208,0.054,2.593
AI,4.299,0.012,1.823
AI,4.393,0.012,2.289
AI,4.487,0.012,1.600
AI,4.581,0.012,1.120
AI,4.675,0.012,0.785
AI,4.769,0.008,0.552
AI,4.863,0.008,3.381
AI,4.957,0.008,2.367
AI,5.050,0.008,1.657
AI,5.144,0.008,1.160
AI,5.238,0.109,0.814
AI,5.269,0.109,6.100
AI,5.301,0.109,4.281
AI,5.335,0.109,3.013
AI,5.370,0.109,2.141
AI,5.406,0.044,1.555
AI,5.443,0.044,5.458
AI,5.438,0.044,3.835
AI,5.432,0.044,2.702
AI,5.426,0.044,1.916
AI,5.418,0.080,1.376
AI,5.295,0.080,1.390
AI,5.171,0.080,1.029
AI,5.048,0.080,0.803
AI,4.924,0.080,0.673
AI,4.801,0.042,0.608
AI,4.725,0.042,5.513
AI,4.652,0.042,3.924
AI,4.581,0.042,2.847
AI,4.512,0.042,2.149
AI,4.445,0.024,1.731
AI,4.295,0.024,2.740
AI,4.145,0.024,2.000
AI,3.995,0.024,1.487
AI,3.844,0.024,1.137
AI,3.694,0.040,0.901
AI,3.658,0.040,9.292
AI,3.623,0.040,6.539
AI,3.588,0.040,4.596
AI,3.553,0.040,3.233
AI,3.518,0.018,2.913
AI,2.987,0.018,15.532
AI,2.463,0.018,10.872
AI,1.949,0.018,7.587
AI,1.450,0.018,5.326
AI,1.144,0.018,3.733
AI,4.500,0.039,2.800
AI,4.500,0.000,22.243
AI,4.500,0.000,19.764
AI,4.500,0.000,15.610
AI,4.500,0.025,12.357
AI,4.594,0.025,18.479
AI,4.688,0.025,13.441
AI,4.779,0.025,9.831
AI,4.864,0.025,7.344
AI,4.945,0.034,5.565
AI,4.878,0.034,41.290
AI,4.819,0.034,28.926
AI,4.765,0.034,20.258
AI,4.716,0.034,14.181
AI,4.672,0.068,9.919
AI,4.591,0.068,12.781
AI,4.510,0.068,8.880
AI,4.430,0.068,6.218
AI,4.349,0.068,4.344
AI,4.268,0.008,3.035
AI,4.361,0.008,16.249
AI,4.455,0.008,11.378
AI,4.549,0.008,7.941
AI,4.644,0.008,5.576
AI,4.738,0.024,3.909
AI,4.647,0.024,11.991
AI,4.556,0.024,8.385
AI,4.465,0.024,5.914
AI,4.374,0.024,4.173
AI,4.283,0.008,2.953
AI,4.364,0.008,9.698
AI,4.445,0.008,6.786
AI,4.528,0.008,4.778
AI,4.610,0.008,3.369
AI,4.693,0.063,2.386
AI,4.719,0.063,1.738
AI,4.748,0.063,1.197
AI,4.778,0.063,0.858
AI,4.810,0.063,0.684
AI,4.843,0.043,0.631
AI,4.808,0.043,2.273
AI,4.773,0.043,1.659
AI,4.739,0.043,1.271
AI,4.705,0.043,1.050
AI,4.672,0.027,0.939
AI,4.659,0.027,6.049
AI,4.646,0.027,4.294
AI,4.634,0.027,3.084
AI,4.622,0.027,2.268
AI,4.610,0.063,1.735
AI,4.607,0.063,3.118
AI,4.604,0.063,2.305
AI,4.601,0.063,1.774
AI,4.598,0.063,1.444
AI,4.595,0.114,1.251
AI,4.592,0.114,4.840
AI,4.533,0.114,3.416
AI,4.474,0.114,2.439
AI,4.414,0.114,1.786
AI,4.353,0.011,1.368
AI,4.202,0.011,6.413
AI,4.050,0.011,4.477
AI,3.898,0.011,3.121
AI,3.747,0.011,2.174
AI,3.595,0.016,1.514
AI,3.545,0.016,4.722
AI,3.496,0.016,3.259
AI,3.447,0.016,2.230
AI,3.399,0.016,1.514
AI,3.352,0.033,1.030
AI,3.312,0.033,19.508
AI,3.273,0.033,13.652
AI,3.234,0.033,9.553
AI,3.195,0.033,6.668
AI,3.156,0.025,4.676
AI,3.120,0.025,8.599
AI,3.084,0.025,6.012
AI,3.048,0.025,4.185
AI,3.013,0.025,2.903
AI,2.978,0.029,2.010
AI,2.943,0.029,3.226
AI,2.910,0.029,2.247
AI,2.877,0.029,1.588
AI,2.845,0.029,1.170
AI,2.813,0.029,0.933
AI,2.721,0.029,6.050
AI,2.630,0.029,4.234
AI,2.540,0.029,2.952
AI,2.450,0.029,2.049
AI,2.360,0.010,1.418
AI,2.267,0.010,22.234
AI,2.175,0.010,15.566
AI,2.083,0.010,10.899
AI,1.991,0.010,7.609
AI,1.899,0.038,5.346
AI,1.809,0.038,6.448
AI,1.720,0.038,4.545
AI,1.631,0.038,3.217
AI,1.543,0.038,2.300
AI,1.456,0.016,1.682
AI,1.367,0.016,8.294
AI,1.279,0.016,5.833
AI,1.192,0.016,4.103
AI,1.220,0.016,2.874
AI,1.215,0.003,2.013
AI,1.302,0.003,8.161
AI,1.391,0.003,5.720
AI,1.480,0.003,3.999
AI,1.570,0.003,2.790
AI,1.660,0.017,1.943
AI,1.573,0.017,5.413
AI,1.486,0.017,3.805
AI,1.401,0.017,2.693
AI,1.316,0.017,1.949
AI,1.309,0.026,1.387
AI,1.308,0.026,14.348
AI,1.305,0.026,10.044
AI,1.297,0.026,7.013
AI,1.287,0.026,4.921
AI,1.275,0.004,3.449
AI,1.362,0.004,13.531
AI,1.451,0.004,9.418
AI,1.540,0.004,6.613
AI,1.630,0.004,4.632
AI,1.721,0.008,3.240
AI,1.812,0.008,6.159
AI,1.903,0.008,4.287
AI,1.995,0.008,2.973
AI,2.087,0.008,2.054
AI,2.179,0.024,1.412
AI,2.112,0.024,9.822
AI,2.049,0.024,6.738
AI,1.987,0.024,4.616
AI,1.928,0.024,3.160
AI,1.870,0.037,2.224
AI,1.956,0.037,3.050
AI,1.987,0.037,2.254
AI,2.017,0.037,1.704
AI,2.047,0.037,1.330
AI,2.076,0.008,1.077
AI,2.214,0.008,10.492
AI,2.353,0.008,7.362
AI,2.494,0.008,5.221
AI,2.635,0.008,3.734
AI,2.777,0.022,2.715
AI,2.929,0.022,7.965
AI,3.082,0.022,5.609
AI,3.234,0.022,3.950
AI,3.387,0.022,2.787
AI,3.540,0.014,1.974
AI,3.618,0.014,8.158
AI,3.697,0.014,5.758
AI,3.776,0.014,4.081
AI,3.856,0.014,2.924
AI,3.935,0.024,2.139
AI,4.061,0.024,1.628
AI,4.187,0.024,1.227
AI,4.313,0.024,0.950
AI,4.440,0.024,0.759
AI,4.568,0.048,0.629
AI,4.600,0.048,0.958
AI,4.633,0.048,0.659
AI,4.665,0.048,0.448
AI,4.699,0.048,0.303
AI,4.732,0.054,0.213
AI,4.825,0.054,4.102
AI,4.919,0.054,2.877
AI,5.012,0.054,2.019
AI,5.106,0.054,1.419
AI,5.199,0.094,1.000
AI,5.126,0.094,6.356
AI,5.054,0.094,4.464
AI,4.982,0.094,3.141
AI,4.910,0.094,2.223
AI,4.839,0.110,1.596
AI,4.792,0.110,4.078
AI,4.746,0.110,2.864
AI,4.701,0.110,2.036
AI,4.655,0.110,1.491
AI,4.611,0.138,1.155
AI,4.670,0.138,2.433
AI,4.729,0.138,1.757
AI,4.789,0.138,1.317
AI,4.848,0.138,1.047
AI,4.908,0.081,0.894
AI,4.940,0.081,10.756
AI,4.972,0.081,7.560
AI,5.005,0.081,5.369
AI,5.037,0.081,3.840
AI,5.070,0.063,2.785
AI,5.004,0.063,6.991
AI,4.938,0.063,4.911
AI,4.871,0.063,3.459
AI,4.805,0.063,2.456
AI,4.738,0.051,1.775
AI,4.659,0.051,5.636
AI,4.580,0.051,4.013
AI,4.501,0.051,2.881
AI,4.421,0.051,2.099
AI,4.342,0.078,1.566
AI,4.273,0.078,3.064
AI,4.204,0.078,2.244
AI,4.135,0.078,1.691
AI,4.067,0.078,1.332
AI,3.998,0.009,1.110
AI,3.907,0.009,4.602
AI,3.815,0.009,3.238
AI,3.723,0.009,2.285
AI,3.631,0.009,1.623
AI,3.539,0.070,1.167
AI,3.493,0.070,4.284
AI,3.447,0.070,3.058
AI,3.403,0.070,2.239
AI,3.360,0.070,1.719
AI,3.318,0.064,1.419
AI,3.257,0.064,1.401
AI,3.158,0.064,1.273
AI,3.061,0.064,1.313
AI,2.968,0.064,1.429
AI,2.878,0.033,1.569
AI,2.831,0.033,5.959
AI,2.785,0.033,4.239
AI,2.739,0.033,3.037
AI,2.694,0.033,2.201
AI,2.649,0.088,1.623
AI,2.608,0.088,4.617
AI,2.569,0.088,3.203
AI,2.533,0.088,2.234
AI,2.499,0.088,1.607
AI,2.467,0.016,1.256
AI,2.432,0.016,6.669
AI,2.398,0.016,4.711
AI,2.364,0.016,3.346
AI,2.330,0.016,2.404
AI,2.297,0.039,5.295
AI,1.787,0.039,7.561
AI,1.368,0.039,5.307
AI,1.371,0.039,3.720
AI,1.378,0.039,2.606
AI,1.389,0.039,1.824
AI,1.407,0.015,3.292
AI,1.375,0.015,10.317
AI,1.344,0.015,7.381
AI,1.328,0.015,5.310
AI,1.314,0.006,3.822
AI,1.317,0.006,11.284
AI,1.305,0.006,7.897
AI,1.276,0.006,5.567
AI,1.236,0.006,3.967
AI,1.182,0.028,2.898
AI,1.100,0.028,11.252
AI,1.173,0.028,7.856
AI,1.221,0.028,5.521
AI,1.256,0.028,3.876
AI,1.280,0.004,2.720
AI,1.301,0.004,5.277
AI,1.301,0.004,3.697
AI,1.223,0.004,2.643
AI,1.240,0.004,1.854
AI,1.164,0.006,1.460
AI,1.165,0.006,7.338
AI,1.079,0.006,5.147
AI,1.132,0.006,3.604
AI,1.168,0.006,2.521
AI,1.197,0.010,1.761
AI,1.284,0.010,6.979
AI,1.373,0.010,4.930
AI,1.462,0.010,3.487
AI,1.552,0.010,2.473
AI,1.642,0.069,1.761
AI,1.657,0.069,7.029
AI,1.678,0.069,4.532
AI,1.703,0.069,2.833
AI,1.732,0.069,1.796
AI,1.762,0.013,1.377
AI,1.849,0.013,20.102
AI,1.937,0.013,14.068
AI,2.026,0.013,9.842
AI,2.116,0.013,6.866
AI,2.207,0.057,4.809
AI,2.295,0.057,8.943
AI,2.383,0.057,6.312
AI,2.472,0.057,4.459
AI,2.561,0.057,3.162
AI,2.650,0.025,2.261
AI,2.739,0.025,2.810
AI,2.828,0.025,1.966
AI,2.917,0.025,1.389
AI,3.006,0.025,1.006
AI,3.095,0.048,0.762
AI,3.186,0.048,2.148
AI,3.277,0.048,1.507
AI,3.368,0.048,1.060
AI,3.460,0.048,0.752
AI,3.552,0.016,0.542
AI,3.646,0.016,2.481
AI,3.740,0.016,1.748
AI,3.834,0.016,1.234
AI,3.928,0.016,0.876
AI,4.022,0.012,0.625
AI,4.117,0.012,6.688
AI,4.152,0.012,4.695
AI,4.186,0.012,3.293
AI,4.222,0.012,2.311
AI,4.257,0.049,1.623
AI,4.299,0.049,3.302
AI,4.342,0.049,2.326
AI,4.386,0.049,1.651
AI,4.430,0.049,1.192
AI,4.475,0.064,0.888
AI,4.507,0.064,1.513
AI,4.541,0.064,1.064
AI,4.575,0.064,0.758
AI,4.610,0.064,0.558
AI,4.645,0.022,0.441
AI,4.680,0.022,10.842
AI,4.715,0.022,7.567
AI,4.750,0.022,5.312
AI,4.785,0.022,3.724
AI,4.820,0.010,2.609
AI,4.869,0.010,2.654
AI,4.919,0.010,1.869
AI,4.969,0.010,1.325
AI,5.019,0.010,0.954
AI,5.070,0.014,0.709
AI,5.105,0.014,2.016
AI,5.140,0.014,1.416
AI,5.176,0.014,0.997
AI,5.211,0.014,0.700
AI,5.246,0.000,0.491
AI,5.341,0.000,2.740
AI,5.436,0.000,1.918
AI,5.531,0.000,1.343
AI,5.626,0.000,0.941
AI,5.720,0.120,0.659
AI,5.683,0.120,0.947
AI,5.646,0.120,0.687
AI,5.611,0.120,0.558
AI,5.576,0.120,0.526
AI,5.543,0.111,0.544
AI,5.553,0.111,3.038
AI,5.564,0.111,2.202
AI,5.576,0.111,1.643
AI,5.588,0.111,1.285
AI,5.600,0.185,1.067
AI,5.604,0.185,1.291
AI,5.608,0.185,1.079
AI,5.612,0.185,0.959
AI,5.616,0.185,0.897
AI,5.620,0.136,0.865
AI,5.575,0.136,3.683
AI,5.530,0.136,2.660
AI,5.485,0.136,1.964
AI,5.440,0.136,1.501
AI,5.395,0.174,1.205
AI,5.355,0.174,4.435
AI,5.316,0.174,3.108
AI,5.276,0.174,2.200
AI,5.237,0.174,1.595
AI,5.198,0.097,1.213
AI,5.245,0.097,1.508
AI,5.292,0.097,1.206
AI,5.340,0.097,1.022
AI,5.387,0.097,0.915
AI,5.434,0.172,0.853
AI,5.425,0.172,4.132
AI,5.417,0.172,2.931
AI,5.408,0.172,2.114
AI,5.400,0.172,1.577
AI,5.392,0.055,1.243
AI,5.342,0.055,0.926
AI,5.291,0.055,0.858
AI,5.240,0.055,0.822
AI,5.189,0.055,0.804
AI,5.138,0.124,0.796
AI,5.130,0.124,8.437
AI,5.122,0.124,5.942
AI,5.114,0.124,4.197
AI,5.106,0.124,2.992
AI,5.098,0.086,2.175
AI,5.079,0.086,2.363
AI,5.000,0.086,1.779
AI,4.922,0.086,1.405
AI,4.843,0.086,1.179
AI,4.765,0.081,1.054
AI,4.819,0.081,3.411
AI,4.872,0.081,2.388
AI,4.925,0.081,1.672
AI,4.977,0.081,1.171
AI,5.029,0.055,0.820
AI,5.042,0.055,4.327
AI,5.054,0.055,3.039
AI,5.067,0.055,2.141
AI,5.080,0.055,1.519
AI,5.092,0.011,1.095
AI,5.136,0.011,1.167
AI,5.179,0.011,0.811
AI,5.223,0.011,0.564
AI,5.266,0.011,0.397
AI,5.310,0.083,0.280
AI,5.334,0.083,2.806
AI,5.359,0.083,1.965
AI,5.384,0.083,1.380
AI,5.410,0.083,0.981
AI,5.435,0.038,0.720
AI,5.471,0.038,6.211
AI,5.507,0.038,4.356
AI,5.543,0.038,3.052
AI,5.579,0.038,2.137
AI,5.615,0.061,1.496
AI,5.532,0.061,4.040
AI,5.449,0.061,2.849
AI,5.366,0.061,2.021
AI,5.284,0.061,1.449
AI,5.201,0.133,1.061
AI,5.144,0.133,2.491
AI,5.087,0.133,1.787
AI,5.030,0.133,1.320
AI,4.974,0.133,1.027
AI,4.919,0.155,0.861
AI,4.953,0.155,3.015
AI,4.988,0.155,2.182
AI,5.023,0.155,1.629
AI,5.058,0.155,1.278
AI,5.094,0.136,1.069
AI,5.074,0.136,3.754
AI,5.054,0.136,2.701
AI,5.034,0.136,1.992
AI,5.014,0.136,1.533
